Title,Company,Location,Created,Category,Description,URL,Latitude,Longitude,mainJOB
Advanced Systems Engr,Honeywell,"Karnataka, India",2025-07-13T10:38:16Z,Engineering Jobs,"Sr. Advanced Systems Engineer Innovate to solve the world's most important challenges The position is for Sr. Advanced Systems Engineer for Traffic & ISS group within in Communication, Navigation & Surveillance COE (CNS COE) at HTS India. Be part of a team that designs, develops and integrates highly complex software functions within products team. You will provide technical expertise as a program team leader in the identification and development of new products. You will lead proposals to addr…",https://www.adzuna.in/land/ad/5300567863?se=VDzKFoly8BGLg5Mr_g3qvw&utm_medium=api&utm_source=c8890522&v=0AFB9323C4AB2389EEC885768B1ED52C272BD131,14.325172,76.227524,Integration Engineer
Advanced Systems Engr,Honeywell,"Bangalore, Karnataka",2025-07-13T10:38:17Z,Engineering Jobs,"Sr. Advanced Systems Engineer Innovate to solve the world's most important challenges The position is for Sr. Advanced Systems Engineer for Traffic & ISS group within in Communication, Navigation & Surveillance COE (CNS COE) at HTS India. Be part of a team that designs, develops and integrates highly complex software functions within products team. You will provide technical expertise as a program team leader in the identification and development of new products. You will lead proposals to addr…",https://www.adzuna.in/land/ad/5300567937?se=VDzKFoly8BGLg5Mr_g3qvw&utm_medium=api&utm_source=c8890522&v=56AC5C9C4A832B4DC0EA0CDEB170E74689953CC5,12.95703,77.59837,Integration Engineer
Engineer - Signalling,SYSTRA,"Palwal, Faridabad",2025-08-03T05:23:55Z,Engineering Jobs,"It has been more than 60 years since SYSTRA has garnered expertise that spans the entire spectrum of Mass Rapid Transit System. SYSTRA India’s valuable presence in India roots back to 1957, where SYSTRA worked on the electrification of Indian Railways. Our technical excellence, holistic approach and the tremendous talent provides a career that puts people who join us at the heart of improving transportation and urban infrastructure efficiency. Understand better who we are by visiting www.systra…",https://www.adzuna.in/details/5335372588?utm_medium=api&utm_source=c8890522,28.28015,77.27699,Integration Engineer
Sr Advanced Systems Engr,Honeywell,"Bangalore, Karnataka",2025-08-02T10:10:48Z,Engineering Jobs,"Sr Advanced Systems Engineer As a Sr Advanced Systems Engineer - Avionics here at Honeywell, you will play a critical role in the design, development, and implementation of advanced avionics systems for aircraft. Your expertise in avionics engineering and systems integration, along with your knowledge of DO178, ARP 4754, and ARP 4761, will contribute to the safety, efficiency, and reliability of aircraft systems. You will work closely with cross-functional teams to ensure the successful integra…",https://www.adzuna.in/land/ad/5333852399?se=VDzKFoly8BGLg5Mr_g3qvw&utm_medium=api&utm_source=c8890522&v=C88C4A037007DC94D1869658AC39FA29A3FAB375,12.95703,77.59837,Integration Engineer
Senior Software Engineer (SW Integration),GKN Automotive,"Bangalore, Karnataka",2025-08-02T10:10:39Z,Engineering Jobs,"Job Title Hybrid/site Location/Remote - Hybrid GKN Automotive is a world-leading global automotive technology company at the forefront of innovation. Its origins date back to 1759 and for the last 70 years it has been putting key technologies into series production. We are the trusted partner for most of the world's automotive companies, specializing in developing, building, and supplying market-leading drive systems and advanced powertrain technologies. GKN Automotive is part of Dowlais Group …",https://www.adzuna.in/land/ad/5333852364?se=VDzKFoly8BGLg5Mr_g3qvw&utm_medium=api&utm_source=c8890522&v=7C981DE3AE0F8FB818DAE7BF8083CFA23C99F7AE,12.95703,77.59837,Integration Engineer
Sr Automation Engineer 1 5 Years exp,Deutek Controls India Ltd,"Delhi, India",2025-07-29T00:45:25Z,Engineering Jobs,A Challenging yet rewarding career awaits you at Deutek Get unmatched exposure opportunities in Industrial Automation on a wide variety of systems applications from small machine automation projects to big projects involving complete plants All this with fantastic mentorship and a great worklife balance A three decade old company Deutek Controls India Ltd is a system integrator engaged in design engineering manufacturing supply and commissioning of custom built machine automation and process co…,https://www.adzuna.in/details/5325559563?utm_medium=api&utm_source=c8890522,28.62523,77.224601,Integration Engineer
Systems Engineer - Tractor,AGCO,"Pune, Maharashtra",2025-07-29T11:32:01Z,Engineering Jobs,"Do you want to help solve the world's most pressing challenges? Feeding the world's growing population and slowing climate change are two of the world's greatest challenges. AGCO is a part of the solution! Join us to make your contribution. AGCO is looking to hire candidates for the position of Systems Engineer – Tractor. AGCO is seeking execution-focused Tractor System Engineer to support the integration of domains (ie. mechanical, hydraulic, electrical, software) within systems and sub-system…",https://www.adzuna.in/details/5326256444?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Integration Engineer
PSI Engineer - TSI,BP,India,2025-07-30T17:08:04Z,Engineering Jobs,"Entity: Production & Operations Job Family Group: Engineering Group Job Description: Job Description The PSI engineer (delivery focused) has Experience support in implementing a new RBI program at an operating facility or at least 5 years of hands on experience maintaining an existing RBI program. Involvement and part of the major changes across organizational, geographic and cultural boundaries. Demonstrated ability to follow the company’s standard practices and influence diverse collaborators…",https://www.adzuna.in/details/5328209301?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Integration Engineer
Principal Engineer - Electrical Design,AECOM,India,2025-07-12T03:45:24Z,Engineering Jobs,Job Description Duties and Responsibilities • Senior technical resource may serve as technical advisor for team Provides specialized technical input to studies and design for staff's specific area of expertise Develops study and design procedures to facilitate high quality cost effective work by others Participates in interdisciplinary review of project deliverables Develops construction cost estimates and estimates of technical efforts for projects Uses expertise in all steps of completing dis…,https://www.adzuna.in/details/5298666936?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Integration Engineer
Field Installation & Commissioning Engineer,Almighty HRD Consultants,"Chennai, Tamil Nadu",2025-08-03T01:23:53Z,Engineering Jobs,"Hi, We are hiring Field Installation Engineer. Field Operation Locations: PAN India Major Responsibilities: Product Installation, Service, Customer Engagement, Testing, Field Evaluation Job Purpose We are looking for a skilled Field Executive Engineer with an ITI/Diploma background and hands-on experience in installation, servicing, and troubleshooting of electrical and mechanical systems. The ideal candidate should have expertise in handling forklifts, sensors, wiring diagrams, and electrical …",https://www.adzuna.in/details/5334774154?utm_medium=api&utm_source=c8890522,13.06041,80.24963,Integration Engineer
Weekend Drive -2nd August - Digital IT Positions,Flowserve Corporation,"Bangalore, Karnataka",2025-07-17T02:31:00Z,Engineering Jobs,"We are having weekend drive for Digital team for Bangalore location. Join our Flowserve Digital Team to drive innovation in product development with exciting opportunities across full stack development, embedded systems, firmware engineering, device integration, and product validation. Below are the open requisitions : Required Experience : 5 years onwards 1. R-14815 – Java Full Stack Developer (Senior) Opportunity for experienced Full Stack Developers to contribute to software solutions in Dig…",https://www.adzuna.in/details/5307273114?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Integration Engineer
Principal Engineer - Electrical Design,AECOM,India,2025-07-12T10:40:21Z,Engineering Jobs,"Company Description Work with Us. Change the World. At AECOM, we're delivering a better world. Whether improving your commute, keeping the lights on, providing access to clean water, or transforming skylines, our work helps people and communities thrive. We are the world's trusted infrastructure consulting firm, partnering with clients to solve the world's most complex challenges and build legacies for future generations. There has never been a better time to be at AECOM. With accelerating infr…",https://www.adzuna.in/land/ad/5299199046?se=oFLnI4ly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=3D05E88F5962BFD88A3D8DE025CDF5C17DC445CE,22.3511148,78.6677428,Integration Engineer
Plant Head,Job Join HR Consultants,"Uttarakhand, India",2025-07-21T08:03:13Z,Engineering Jobs," Role Summary The ideal candidate will be responsible for shaping the plant’s strategic direction, enhancing productivity, leading cross-functional teams, and fostering a culture of quality and continuous improvement. They will also play a key role in talent development , engineering system optimization , and technology enablement .  Key Responsibilities ✅ Drive the vision to increase business share and plant performance ✅ Champion human development, quality focus, and customer orientation ✅ Ex…",https://www.adzuna.in/details/5314143770?utm_medium=api&utm_source=c8890522,29.861565,79.123633,Integration Engineer
Integration Engineer,AGCO,"Pune, Maharashtra",2025-07-29T11:32:01Z,Engineering Jobs,"Do you want to help solve the world's most pressing challenges? Feeding the world's growing population and slowing climate change are two of the world's greatest challenges at AGCO we are proud to be working towards a solution, come and join us and make your contribution. AGCO is looking to hire candidates for the position of Tractor Integration Engineer Job Summary: Tractor Integration Engineer to lead the integration of systems and sub-systems to ensure they function cohesively within the tra…",https://www.adzuna.in/details/5326256446?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Integration Engineer
Technician,Muks Robotics – The AI Robotics Company,"Baner, Pune",2025-08-05T01:38:06Z,Engineering Jobs,"Job Title: Technician Location: Baner, Pune Company: Muks Robotics AI Pvt. Ltd. Experience Required: 13 Years Employment Type: Full-Time About the Company: Muks Robotics AI Pvt. Ltd. is an emerging leader in the robotics and automation sector, working on innovative AI-powered robotic systems. We are looking for a Technician who is hands-on, detail-oriented, and passionate about working with mechanical and electrical systems in real-time projects. Key Responsibilities: Assist in the assembly, in…",https://www.adzuna.in/details/5337487681?utm_medium=api&utm_source=c8890522,18.55335,73.82065,Integration Engineer
Lead Engineer - Mechanical Component,GE Vernova,"Vadodara, Gujarat",2025-07-16T10:38:30Z,Engineering Jobs,"Job Description Summary About our business GE Vernova is a planned, purpose-built global energy company that includes Power, Wind, and Electrification segments and is supported by its accelerator businesses of Advanced Research, Consulting Services, and Financial Services. Building on over 130 years of experience tackling the world's challenges, GE Vernova is uniquely positioned to help lead the energy transition by continuing to electrify the world while simultaneously working to decarbonize i…",https://www.adzuna.in/land/ad/5305889988?se=oFLnI4ly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=62683B78E8B659FCCB323BA2CB6653B1034C3E92,22.2891,73.1924,Integration Engineer
Tech Lead - Product Engineering,Trane Technologies,"Bangalore, Karnataka",2025-07-26T10:13:24Z,Engineering Jobs,"At Trane Technologies TM and through our businesses including Trane ® and Thermo King ® , we create innovative climate solutions for buildings, homes, and transportation that challenge what's possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go. What's in it for you: Be a part of our mission! As a world lead…",https://www.adzuna.in/land/ad/5322743909?se=oFLnI4ly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=618C4EDAFC653050D38A607C4DF40FB1423AEEFB,12.95703,77.59837,Integration Engineer
Mechanical Design Engineer,EMotorad,"Pune, Maharashtra",2025-07-21T08:03:13Z,Engineering Jobs,"Company Description: We see ourselves as a bunch of crazy maniacs who refuse to understand ""It Can Not Happen"". People know us for building the most awesome e-bikes (electric bicycles) but, how we see it is ""We believe we are changing the world, one e-bike at a time, and playing a part in bringing India to the Global map for EVs."" The company aims to bring across top-quality eBikes which would currently cost way more in the Indian market at an affordable price utilizing its local sourcing and m…",https://www.adzuna.in/details/5314143752?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Integration Engineer
"System, Test Engineer",Schneider Electric,India,2025-07-30T17:05:57Z,Engineering Jobs,"What qualifications will make you successful for this role? A bachelor’s or master’s degree in electrical engineering, computer science, computer engineering 3 years of experience in a closely related field such as power management in low or medium voltage power systems, energy storage management, generator control systems Strong analytical and problem-solving skills Good knowledge of distributed energy resources Experience building or supporting monitoring and control systems architectures Exp…",https://www.adzuna.in/details/5328205671?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Integration Engineer
Research Engineer – Optimization,QpiAI,"Bangalore, Karnataka",2025-07-14T09:36:27Z,Engineering Jobs,"About QpiAI At QpiAI, we are leading the effort to discover optimal AI and Quantum systems in Life sciences, Healthcare, Transportation, Finance, Industrial, and Space technologies. QpiAI is building a full- stack Enterprise Quantum Computers. QpiAI Quantum hardware team is responsible for designing and characterisation of Quantum Processor, Cryogenic Quantum Control Circuits, RF Control Hardware, and QpiAI ASGP. About the Role We are building high-performance optimization infrastructure for re…",https://www.adzuna.in/details/5301593067?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Integration Engineer
Specialist Geometrical Integration Engineer,"Magna International, Inc",India,2025-07-31T06:22:17Z,Engineering Jobs,"We see a future where everyone can live and move without limitations. That's why we are developing technologies, systems and concepts that make vehicles safer and cleaner, while serving our communities, the planet and, above all, people. In the right environment, your ideas can turn into industry-changing automotive technologies and improve the lives of people around the world. Let's create the future of mobility, together. What we offer: At Magna, you can expect an engaging and dynamic environ…",https://www.adzuna.in/details/5329213642?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Integration Engineer
Technical Manager - Design Engineering,Trane Technologies,"Bangalore, Karnataka",2025-07-26T10:13:31Z,Engineering Jobs,"At Trane Technologies TM and through our businesses including Trane ® and Thermo King ® , we create innovative climate solutions for buildings, homes, and transportation that challenge what's possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go. What's in it for you: Be a part of our mission! As a world lead…",https://www.adzuna.in/land/ad/5322744120?se=oFLnI4ly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=3540077D9344A25CD606EE23F0A7426C06817F54,12.95703,77.59837,Integration Engineer
Project Lead,Rolls-Royce,India,2025-07-29T17:05:55Z,Engineering Jobs,"Job Description As a Programme Lead in our Future Programmes team you could be supporting the Programme Manager with the co-ordination of Engineering projects, working closely with Engineering and other key business stakeholders (internal as well as external) to support the delivery of key programme milestones thus enabling the delivery of our Defence Combat strategy. The Programme Lead role is the ideal opportunity for an individual looking to kick start or progress their Project Management ca…",https://www.adzuna.in/details/5326547123?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Integration Engineer
Technical Director - Energy (Transmission & Distribution),AECOM,"Bangalore, Karnataka",2025-07-26T10:10:37Z,Engineering Jobs,"Company Description Technical Director - Energy (Transmission & Distribution) AECOM's Enterprise Capabilities team is looking for a Technical Director - Energy - to join our team in Bengaluru/Gurugram. About Enterprise Capabilities Fundamental to our Think and Act Globally strategy and digital adoption, Enterprise Capabilities (EC) is AECOM's primary vehicle for workshare. Operating across geographic boundaries and time-zones, EC partners with regional and Global Business Line project teams to …",https://www.adzuna.in/land/ad/5322741571?se=oFLnI4ly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=F2C78E6FCF1CCA641AEA6D1EFFCE2D92C38A3186,12.9767936,77.5900820,Integration Engineer
Electronic Engineer,Trzy Innovationz,"Mumbai, Maharashtra",2025-07-07T09:11:27Z,Engineering Jobs,"️ Job Title: Electronics Engineer – Holobox (Touch & Camera Systems and motherboard) Location: Mumbai Company: Trzy About Trzy Trzy is redefining immersive experiences through cutting-edge event tech and interactive installations. We’re building India’s most advanced Holobox platform life-size, AI-enhanced, 3D holographic displays designed for showrooms, events, and live venues. Our goal is to make holographic presence as real and responsive as a live interaction. Job Overview We’re looking for…",https://www.adzuna.in/details/5289679693?utm_medium=api&utm_source=c8890522,19.00821,72.84415,Integration Engineer
Mechanical New Product Design in Electronics Products,L&T Technology Services,"Bangalore, Karnataka",2025-07-14T09:36:39Z,Engineering Jobs,"New Product Design for Electronics Products (Mobile / Tablet / Laptop / Handheld computers / Point of Sale Device) Experience in Consumer Electronic Product Design and Manufacturing Small Form factor design Mechanical Design of (OLED/LCD, batteries, sensing, Cellular, GPS, Wi-Fi, BT, microphone, speaker, receiver, camera) Mechanical Design for EMI, EMC, ESD, Thermal Management, RF, Cellular, GPS, Wi-Fi, BT Design for Rugged products (IP rating, water, dust, Shock, Drop, Explosion proof) (IP Rat…",https://www.adzuna.in/details/5301594060?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Mechanical Designer
Robotics and Mechatronics Intern,Newrup Tech Solutions Private Limited,"Bhubaneswar, Khordha",2025-08-05T08:32:13Z,Engineering Jobs,"About the internship 1. Design & Develop mechanical and electronic systems and products. 2. Research & reverse engineer different mechanical & electronics products 3. Conduct product testing and field trials in rural locations to gather user feedback and performance data for those products. 4. Carry out customer surveys, especially targeting rural women, to understand their needs, preferences, and usability requirements, and modify the product according to customer feedback. 5. Support manufact…",https://www.adzuna.in/details/5337974986?utm_medium=api&utm_source=c8890522,20.2697,85.85055,Mechanical Designer
Principal Engineer,Visteon Careers,"Chinchwad, Pune",2025-07-31T17:08:22Z,Engineering Jobs,"At Visteon, the work we do is both relevant and recognized—not just by our organization, but by our peers, by industry-leading brands, and by millions of drivers around the world. That’s YOUR work. And, as a truly global technology leader in the mobility space, focused on building cross-functional AND cross-cultural teams, we connect you with people who help you grow. So here, whatever we do is not a job. It’s a mission. As a multi-billion-dollar leader of disruptive change in the industry, we …",https://www.adzuna.in/details/5329709809?utm_medium=api&utm_source=c8890522,18.63835,73.81065,Mechanical Designer
Principal Engineer I Mechanical,Visteon Careers,"Chinchwad, Pune",2025-07-31T17:06:10Z,Engineering Jobs,"At Visteon, the work we do is both relevant and recognized —not just by our organization, but by our peers, by industry-leading brands, and by millions of drivers around the world. That’s YOUR work. And, as a truly global technology leader in the mobility space, focused on building cross-functional AND cross-cultural teams, we connect you with people who help you grow. So here, whatever we do is not a job. It’s a mission. As a multi-billion-dollar leader of disruptive change in the industry, we…",https://www.adzuna.in/details/5329701762?utm_medium=api&utm_source=c8890522,18.63835,73.81065,Mechanical Designer
Lead Engineer RTPE Group D&D,Wabtec Corporation,"Bangalore, Karnataka",2025-07-27T09:54:56Z,Engineering Jobs,"It's not just about your career or job title It's about who you are and the impact you will make on the world. Because whether it's for each other or our customers, we put People First. When our people come together, we Expand the Possible and continuously look for ways to improve what we create and how we do it. If you are constantly striving to grow, you're in good company. We are revolutionizing the way the world moves for future generations, and we want someone who is ready to move with us.…",https://www.adzuna.in/land/ad/5324154485?se=pPvMYYZy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=4E3D272181B3A8F8CC4E42BF2DC2DCA2AE7DDCC2,12.9767936,77.5900820,Mechanical Designer
Engineering Technical Leader RTPE Group D&D,Wabtec Corporation,"Bangalore, Karnataka",2025-07-26T10:13:44Z,Engineering Jobs,"It's not just about your career or job title It's about who you are and the impact you will make on the world. Because whether it's for each other or our customers, we put People First. When our people come together, we Expand the Possible and continuously look for ways to improve what we create and how we do it. If you are constantly striving to grow, you're in good company. We are revolutionizing the way the world moves for future generations, and we want someone who is ready to move with us.…",https://www.adzuna.in/land/ad/5322744323?se=pPvMYYZy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=94FB9E71EAD6D15748F26CD03E0A16EFDC6DB798,12.9767936,77.5900820,Mechanical Designer
Advanced Lead Engineer RTPE Group D&D,Wabtec Corporation,"Bangalore, Karnataka",2025-07-26T10:13:51Z,Engineering Jobs,"It's not just about your career or job title It's about who you are and the impact you will make on the world. Because whether it's for each other or our customers, we put People First. When our people come together, we Expand the Possible and continuously look for ways to improve what we create and how we do it. If you are constantly striving to grow, you're in good company. We are revolutionizing the way the world moves for future generations, and we want someone who is ready to move with us.…",https://www.adzuna.in/land/ad/5322744373?se=pPvMYYZy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=195ADB580AAC543BE1570228218298235FF1F8CF,12.9767936,77.5900820,Mechanical Designer
Lead Engineer RTPE Group D&D,Wabtec Corporation,"Bangalore, Karnataka",2025-07-26T10:13:44Z,Engineering Jobs,"It's not just about your career or job title It's about who you are and the impact you will make on the world. Because whether it's for each other or our customers, we put People First. When our people come together, we Expand the Possible and continuously look for ways to improve what we create and how we do it. If you are constantly striving to grow, you're in good company. We are revolutionizing the way the world moves for future generations, and we want someone who is ready to move with us.…",https://www.adzuna.in/land/ad/5322744321?se=pPvMYYZy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=1D603B1BADAF6878EA71E031187DB6AC3BA85FF2,12.9767936,77.5900820,Mechanical Designer
Mechanical WalkIn for Product design -NX (CAD) in Bangalore Jigani on 2nd Aug,HCLTech,India,2025-08-01T10:31:45Z,Engineering Jobs,"Mechanical WalkIn for Product design -NX (CAD) in Bangalore Jigani on 2nd Aug Join a team that values innovation, growth, and impactful work. Don’t miss the chance to work with cutting-edge Project in SME and be a part of something transformative!  Drive Date:2nd August Saturday (9AM-2PM) Skill1:  NX (CAD software),Team center (PLM software),Product design,ASME Y14.5,GD&TTolerance stack up,Engineering change order (ECO) (Preferabale Medical domain) Contact Person: Katherine Sylvia/Swarali Venue…",https://www.adzuna.in/details/5331293042?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer
"PWT Suspension, chassis command Engineer",Testakka,India,2025-07-30T17:10:56Z,Engineering Jobs,"General information Publication date 17/03/2023 Category OPERATIONS - ENGINEERING/PRODUCTION Job title PWT Suspension, chassis command Engineer Contract Permanent contract Job description Key Skills : •Suspension Parts Design (Strut/Damper, Spring, Stabilizer Bar assembly, Strut Modular Parts & Bushings) •Parts design and development for E-Active Body Control [GLE/GLS & S-Class] •Suspension Kinematics & Compliances Estimation, through the iteration of Suspension Hard points •Overall, Axle Packa…",https://www.adzuna.in/details/5328216699?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer
Head of Design,NIBE Limited,"Pune, Maharashtra",2025-08-01T10:31:00Z,Engineering Jobs,"We are seeking an experienced and visionary Head of Design to lead our multidisciplinary design team. The ideal candidate will be responsible for the overall design strategy, execution, and quality of products across the company's portfolio, ensuring compliance with defense standards, user needs, and industry best practices. Key Responsibilities: Strategic Leadership Define and drive the overall design strategy in alignment with company goals and customer requirements. Lead the conceptualizatio…",https://www.adzuna.in/details/5331291939?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Mechanical Designer
Product design - NX (CAD),HCLTech,"Bangalore, Karnataka",2025-08-04T17:21:33Z,Engineering Jobs,"We are conducting a WalkIn drive for mechanical Product design - NX ( CAD ) in Bangalore Jigani on 2nd Aug 2025. Responsibilities : Skill1: NX (CAD software), Teamcenter (PLM software), Product design , ASME Y14.5, GD &T Tolerance stack up , Engineering change order (ECO) (Preferable Medical domain) Qualifications : Bachelor of Science in Mechanical Engineering (or equivalent experience) Required Skills : 5 to 10 years of industry experience in product design , development, and manufacturing wi…",https://www.adzuna.in/details/5337035230?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Mechanical Designer
Mechanical Automation Engineer,MaximaTek,"Hyderabad, Telangana",2025-08-01T10:29:33Z,Engineering Jobs,"Hiring Now – Senior Mechanical Automation Engineer (10 Years Experience)  Location: Hyderabad  Experience: 10 Years | Full-time | Automation & Mechanical Systems Expert  Industry Focus: Manufacturing | Robotics | Smart Factory | Digital Engineering Are you a mechanical engineering professional with a passion for industrial automation, machine design, and the future of manufacturing? We’re seeking a seasoned Mechanical Automation Engineer with over 10 years of expertise to drive innovation acros…",https://www.adzuna.in/details/5331287472?utm_medium=api&utm_source=c8890522,17.40275,78.50806,Mechanical Designer
Senior Piping Engineer (Stress),WSP in India,"Noida, Ghaziabad",2025-07-26T08:46:08Z,Engineering Jobs,"JOB DESCRIPTION Experienced Piping Engineer seeking to transition into a technical management role, leading and executing engineering services for international mining projects within WSP’s established systems and frameworks • Passionate about mentoring and sharing expertise with team members consisting of engineers, designers, and technicians • Willing to roll up their sleeves and actively contribute to project execution Responsibilities Provide design input and perform technical checks Interp…",https://www.adzuna.in/details/5322719432?utm_medium=api&utm_source=c8890522,28.56579,77.3225,Mechanical Designer
Sr.Engineer/ Engineer - Mechanical Design,GEA,India,2025-07-31T17:11:03Z,Engineering Jobs,Responsibilities / Tasks Objective of Role: Support internal global customers in the execution of engineering design projects. Design and draft sheet metal components and plant layouts. Complete high-quality design projects on time and within the designated hourly budget. Support the documentation of deliverables for various products within the given technology scope. Other responsibilities as given by Manager. Responsibilities: Understand project tasks and evaluate required input from customer…,https://www.adzuna.in/details/5329712239?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer
Lead Engineer- Mechanical,Pentair,"Noida, Ghaziabad",2025-07-21T02:30:46Z,Engineering Jobs,"Job Description: Job Description: Pentair is looking for a CAD Engineer / Specialist having expertise in Computer Aided Drafting and Design using latest tools and techniques. This position will be responsible for carrying out the duties of Engineering department which includes but are not limited to 3D modeling, Drawing creation, Tolerance analysis, Engineering documentation for Centrifugal Pumps and its peripheral equipment. The selected candidate will report directly to Engineering Manager / …",https://www.adzuna.in/details/5313924432?utm_medium=api&utm_source=c8890522,28.56579,77.3225,Mechanical Designer
Design Engineer,Weekday AI,India,2025-07-09T18:55:25Z,Engineering Jobs,"This role is for one of Weekday’s clients Min Experience: 1 years Location: Rajkot JobType: full-time Requirements We are looking for a skilled and detail-oriented Design Engineer with a strong background in CAD modeling and mechanical design. The ideal candidate will have hands-on experience in using AutoCAD , SolidWorks , and a sound understanding of CNC and VMC machining processes. As a Design Engineer, you will play a crucial role in creating innovative and precise engineering designs and t…",https://www.adzuna.in/details/5293650468?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer
Control Engineer,Proserv,"Chennai, Tamil Nadu",2025-08-05T08:48:00Z,Engineering Jobs,"Role Synopsis Control Engineer is responsible for execution of project engineering activities. Responsible for managing the multiple projects from technical front and making sure all project deliverables are met on time & with in budgets. He/ She will support the Project Manager remotely in defining the technical documentation requirements, contract deliverables in line specifications. Also He / She responsible for managing peer reviews and provides support to product leads / engineering manage…",https://www.adzuna.in/details/5337999450?utm_medium=api&utm_source=c8890522,13.06041,80.24963,Mechanical Designer
Engineering Manager,ATS Corporation,"Bangalore, Karnataka",2025-07-14T09:36:08Z,Engineering Jobs,"Job Summary We are seeking a dynamic and experienced leader to spearhead the design, development, and implementation of automated production systems. This role will drive innovation in automation engineering while managing a multidisciplinary team focused on mechanical design, electrical integration, PLC programming, robotics, and digital twin technologies. The ideal candidate will possess hands-on expertise, strong leadership skills, and a passion for delivering cutting-edge automation solutio…",https://www.adzuna.in/details/5301590954?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Mechanical Designer
Senior Mechanical Designer,Emerson,"Pune, Maharashtra",2025-07-16T10:38:22Z,Engineering Jobs,"In This Role, Your Responsibilities Will Be: - Provide technical support for drawings to the Sales and Applications teams - Set up project / Pipe class in 3D CAD software (preferably CADWORX) before commencing 3D Model / GA drawing - Prepare 3D CAD model, P&ID and General Arrangement (GA) drawing - Prepare 3D CAD model for Equipment like Pump ,Strainer, Vessel, etc - Able to generate modules / blocks / setting of View ports, setting of templates in the model or layout, Shall be conversant with …",https://www.adzuna.in/land/ad/5305889677?se=krN2cYZy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=C37CF1AD90426D773607802D81F618151B67E2EC,18.5062,73.84735,Mechanical Designer
Senior Engineer - Mechanical Design,GE HealthCare,"Bangalore, Karnataka",2025-08-02T10:10:36Z,Engineering Jobs,"Job Description Summary Activities contributing to the design and development of products, solutions and systems. Includes activities linked to technical improvement of existing products and components. Position requires understanding of concepts, methods, procedures & strategies for design & development of Mechanical Components & sub-assemblies. Learn practical application of engineering principles, achieve expertise in Mechanical Engineering. GE HealthCare is a leading global medical technolo…",https://www.adzuna.in/land/ad/5333852356?se=krN2cYZy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=1CA8C253C11C861876967B0E7FD3F4D87AD31AA9,12.9767936,77.5900820,Mechanical Designer
Engineer II Mechanical Design,Copeland,"Pune, Maharashtra",2025-08-03T10:10:42Z,Engineering Jobs,"About Us We are a global climate technologies company engineered for sustainability. We create sustainable and efficient residential, commercial and industrial spaces through HVACR technologies. We protect temperature-sensitive goods throughout the cold chain. And we bring comfort to people globally. Best-in-class engineering, design and manufacturing combined with category-leading brands in compression, controls, software and monitoring solutions result in next-generation climate technology th…",https://www.adzuna.in/land/ad/5335619149?se=krN2cYZy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=E5261A28E36FAF83802332D877CBB32972382DD7,18.5062,73.84735,Mechanical Designer
