Title,Company,Location,Created,Category,Description,URL,Latitude,Longitude,BestJobRole,mainJOB
Lead Supplier Quality Engineer,GE Vernova,"Vadodara, Gujarat",2025-07-13T10:38:13Z,Engineering Jobs,"Job Description Summary Job Description Purpose of the job: The Supplier Quality Engineer demonstrates accountability for functional, business, and broad company objectives. In this role you will integrate and develop processes that meet business needs across the organization, manage complex issues within functional area of expertise, be involved in long-term planning, and contribute to the overall business strategy. - Implication in ITO (tender) process and fully involved in OTR process (Order…",https://www.adzuna.in/land/ad/5300567705?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=80E90242D2EB6938028CF6F028E6760FE7321AB1,22.2891,73.1924,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Senior Engineer - Fixture Procurement,Tata Electronics,"Krishnagiri, Tamil Nadu",2025-07-20T07:59:29Z,Engineering Jobs,"Title of the position: Senior Engineer - Fixture Procurement Location: TEPL, Hosur Plant About Tata Electronics Pvt. Ltd. Tata Electronics Pvt. Ltd., a key player in the global electronics manufacturing industry, specializes in Electronics Manufacturing Services, Semiconductor Assembly & Test, Semiconductor Foundry, and Design Services. Established in 2020 as a greenfield venture under the Tata Group, we are committed to delivering integrated solutions across the electronics and semiconductor v…",https://www.adzuna.in/details/5313134194?utm_medium=api&utm_source=c8890522,12.5152075,78.0093769,Procurement Specialist – Defense Electronics,Procurement Engineer
Sr Appl/Sys Sales Engineer,Honeywell,India,2025-07-13T10:38:15Z,Engineering Jobs,"The """"Sr Appl/Sys Sales Engineer - Hydrogen Equipment"" "" is responsible for the performance of technical and commercial activities that result in techno-commercial proposals for customer projects. The engineer will handle project opportunities for Hydrogen Purification, Integrated flow-schemes and Sustainability configurations such as Carbon Capture and Blue / Green Hydrogen involving UOP's PolybedTM Pressure Swing Adsorption (PSA) and PolysepTM Membrane technologies. Primary Accountabilities: …",https://www.adzuna.in/land/ad/5300567805?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=A25ED8A06999C8CFA27A905E75CCA708B610D9E5,22.3511148,78.6677428,Procurement Specialist – Industrial Test Equipment,Procurement Engineer
Sr Appl/Sys Sales Engineer,Honeywell,"Gurgaon, Haryana",2025-07-13T10:38:16Z,Engineering Jobs,"The """"Sr Appl/Sys Sales Engineer - Hydrogen Equipment"" "" is responsible for the performance of technical and commercial activities that result in techno-commercial proposals for customer projects. The engineer will handle project opportunities for Hydrogen Purification, Integrated flow-schemes and Sustainability configurations such as Carbon Capture and Blue / Green Hydrogen involving UOP's PolybedTM Pressure Swing Adsorption (PSA) and PolysepTM Membrane technologies. Primary Accountabilities: …",https://www.adzuna.in/land/ad/5300567858?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=732F42F49A73C9A45EBB514EF305CC906342E2B7,28.323996,76.983738,Procurement Specialist – Industrial Test Equipment,Procurement Engineer
Plumbing Foreman,Stemford India Pvt Ltd,"Kerala, India",2025-07-12T00:28:24Z,Engineering Jobs,PHE Foreman Designation PHE Foreman Experience 4 8 Years Salary Budget Rs 30000 Rs 35000 Qualification 2 ITI Diploma Working Location Tirur Malappuram No of Positions 1 Duties and responsibilities 1 Coordination with PA 2 Preperation of JMS MIR 3 Coordination with procurement engineering 4 Coordination with customer PMC If interested please contact at hidden mobile hidden email Job Type Fulltime Schedule Night shift Experience total work 1 year Preferred Work Location In person,https://www.adzuna.in/details/5297999984?utm_medium=api&utm_source=c8890522,10.368486,76.272999,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Field Engineer Mechanical - Nagothane Manufacturing Division(NMD),Bechtel Corporation,India,2025-07-09T04:03:33Z,Engineering Jobs,"Requisition ID: 280736 - Relocation Authorized: National - Camp - Telework Type: Full-Time Office/Project - Work Location: Nagothane Extraordinary teams building inspiring projects: Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, cleaner place. Differ…",https://www.adzuna.in/land/ad/5292694682?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=B925CF591396EF50D14BEEEBFBA8A6FFF745212F,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Team Member - Planning,Metals,India,2025-07-20T02:34:30Z,Engineering Jobs,"Key Result Area (KRA) Supporting Actions Project Scheduling & Planning - Develop detailed project schedules using Primavera/MS Project, including work breakdown structures (WBS). - Align engineering, procurement, and construction (EPC) timelines with project goals. - Regularly update and optimize critical path method (CPM) schedules. Resource Planning & Allocation - Assess manpower, equipment, and material requirements for each phase. - Coordinate with procurement, engineering, and execution te…",https://www.adzuna.in/details/5312881568?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Procurement Specialist – Industrial Test Equipment,Procurement Engineer
Electrical Engineer,GT-L&T Energy Green Tech Limited,India,2025-07-20T02:33:27Z,Engineering Jobs,"Proficiency in Medium Voltage and Low Voltage Power Distribution Design within Plant, development of overall Single Line Diagram Proficient in engineering design calculations such as MV/LV Transformer sizing, MV/LV cable sizing, development of MV and LV feeder lists Experienced in Procurement engineering viz. specification, technical bid Evaluation and Vendor drawing Review of various electrical packages such as MV Switchgear, LV Switchgear/MCC, MV and LV Transformers, Cables, Bus ducts, NGR, M…",https://www.adzuna.in/details/5312879486?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Electronics Buyer – Power Supply Modules,Procurement Engineer
Sr Program Supervisor,Honeywell,"Mumbai, Maharashtra",2025-07-02T01:41:51Z,Engineering Jobs,"JOB POSTING You will use project management skills to oversee and manage customer relations and Building Automations Projects execution. You will primarily be based out at our GAIL Pata, UP project, responsible for managing day to day Customer co-ordination, site execution, Project Financials and supporting all aspects of the business relationship between Honeywell and the customer. You will achieve project target completion meeting customer timelines and satisfaction, required cost and schedul…",https://www.adzuna.in/land/ad/5278415210?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=4DA7127927FDC07ACFA38DD0B8FE19D1D6BF1654,19.00821,72.84415,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Certified Rigging Engineer - Os&Us (NMD),Bechtel Corporation,India,2025-07-23T09:53:34Z,Engineering Jobs,"Requisition ID: 278251 - Relocation Authorized: National/International - Single - Telework Type: Full-Time Office/Project - Work Location: Nagothane Extraordinary teams building inspiring projects: Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, clean…",https://www.adzuna.in/land/ad/5317567184?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=82426E7F610E4DD003DF7E285C0FF838F97A749D,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
LDFE - CSA - Os&Us (NMD),Bechtel Corporation,India,2025-06-25T23:41:45Z,Engineering Jobs,"Requisition ID: 278245 - Relocation Authorized: National/International - Single - Telework Type: Full-Time Office/Project - Work Location: Nagothane Extraordinary teams building inspiring projects: Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, clean…",https://www.adzuna.in/land/ad/5267912339?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=C822CF330FC46D9B190F1B284A77E45EAF0B966D,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Lead Surveyor (Nagothane Manufacturing Division),Bechtel Corporation,India,2025-06-26T23:41:28Z,Engineering Jobs,"Requisition ID: 276850 - Relocation Authorized: National/International - Accompanied - Telework Type: Full-Time Office/Project - Work Location: Nagothane Extraordinary teams building inspiring projects: Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, …",https://www.adzuna.in/land/ad/5269965915?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=905E32C6CDFD9399937E9A40400ED0CE75EDC6DC,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Electrical Engineer,EG-L&T Electrolysers Limited,India,2025-07-20T02:42:51Z,Engineering Jobs,"Proficiency in Electrolyser Electrical System such as converter duty transformer (CDT), high current rectifiers, Power quality solutions Proficiency in Medium Voltage and Low Voltage Switchgear and Single Line Diagram Proficient in engineering design calculations such as MV/LV Transformer sizing, MV/LV cable sizing, development of MV and LV feeder lists Experienced in Procurement engineering viz. specification, technical bid Evaluation and Vendor drawing Review of various electrical packages su…",https://www.adzuna.in/details/5312895571?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Electronics Buyer – Power Supply Modules,Procurement Engineer
Senior Benchmarking Engineer – Project Controls - TSI,BP Energy,India,2025-07-07T22:22:03Z,Engineering Jobs,"Entity: Production & Operations Job Family Group: Project Management Group Job Description: About us bp Technical Solutions India (TSI) centre in Pune, aims to build on bp’s existing engineering and technical strengths to deliver high quality services to its hydrocarbons and new energy businesses worldwide. TSI brings together diverse engineering capability to provide technical services across a range of areas including engineering, maintenance, optimization, data processes, projects and subsur…",https://www.adzuna.in/land/ad/5290457245?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=9AC09898C2ADE1B2633240E5A3032DFF4F3CF182,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Sr Supplier Dev Engineer,Honeywell,"Gurgaon, Haryana",2025-07-20T12:00:39Z,Engineering Jobs,"As a Sr Supplier Dev Engineer here at Honeywell, you will be responsible for overseeing and managing the enhancement of our organization's supplier base. You will play a pivotal part in improving supplier performance, fostering innovation, and ensuring the delivery of high-quality products and services. In this role, you will impact our company by driving operational excellence and improving supplier performance while leading and managing the supplier development team. By overseeing the supplie…",https://www.adzuna.in/land/ad/5313258845?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=58358965C621725F3FE509E30118438E83A7B2D7,28.323996,76.983738,Procurement Specialist – High-Speed Interconnects,Procurement Engineer
Sr Supplier Dev Engineer,Honeywell,India,2025-07-20T12:00:57Z,Engineering Jobs,"As a Sr Supplier Dev Engineer here at Honeywell, you will be responsible for overseeing and managing the enhancement of our organization's supplier base. You will play a pivotal part in improving supplier performance, fostering innovation, and ensuring the delivery of high-quality products and services. In this role, you will impact our company by driving operational excellence and improving supplier performance while leading and managing the supplier development team. By overseeing the supplie…",https://www.adzuna.in/land/ad/5313259176?se=9vZg2Yxo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=F3BC58899C6255A161B12BB754BA96597336C9D6,22.3511148,78.6677428,Procurement Specialist – High-Speed Interconnects,Procurement Engineer
Purchasing Engineer,Confidential,"Gujarat, India",2025-07-20T07:58:12Z,Engineering Jobs,"Job Title: Purchase cum Engineering Store Executive Qualification and Experience: • Diploma or Bachelor's degree in Chemica/Mechanical/Electrical Engineering or related field. B.Com/B.Sc candidates can also be considered based on their past experience. • 2–5 years of relevant experience in engineering stores and purchasing. • Experience in chemical manufacturing industry preferred. Key Responsibilities: Purchasing Responsibilities: • Source and procure engineering spares, consumables, and maint…",https://www.adzuna.in/details/5313128506?utm_medium=api&utm_source=c8890522,22.385318,72.365866,Procurement Specialist – Field Deployable Systems,Procurement Engineer
BOM Executive,Zen furniture,"Coimbatore, Tamil Nadu",2025-07-03T20:44:00Z,Engineering Jobs,"As a BOM Executive, you will be responsible for managing and updating the Bill of Materials (BOM) to support production planning and procurement. You will work closely with engineering, procurement, and production teams to ensure all materials and components are accurately documented and available for production runs. Responsibilities Create and maintain the Bill of Materials (BOM) for all products. Coordinate with engineering, procurement, and production teams to gather and verify material req…",https://www.adzuna.in/details/5281933692?utm_medium=api&utm_source=c8890522,11.017171,77.100203,Procurement Specialist – PCB Assembly Materials,Procurement Engineer
Lead Engineer - Material Planner,GE Vernova,"Tamil Nadu, India",2025-07-18T11:44:15Z,Engineering Jobs,"Job Description Summary As Product Lifecycle Engineer, you will work with the Valve Design Team Leader. The successful candidate will be part of a highly motivated, dynamic and rapidly growing team of engineers working on the project activities related to HVDC applications. This is a very exciting and dynamic field of power engineering in which GE's leading contribution has worldwide recognition. The Role will focus on material data and Bill of Material (BoM) management within our ERP (SAP) sys…",https://www.adzuna.in/land/ad/5309606965?se=suPT9Ixo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=5B10E5546760FA7889D046542BD4D8FB00633869,10.989607,78.607338,Sourcing Engineer – IoT Product Components,Procurement Engineer
Chief Construction Planning Expert,AECOM,India,2025-07-18T11:42:42Z,Engineering Jobs,"Company Description Work with Us. Change the World. At AECOM, we're delivering a better world. Whether improving your commute, keeping the lights on, providing access to clean water, or transforming skylines, our work helps people and communities thrive. We are the world's trusted infrastructure consulting firm, partnering with clients to solve the world's most complex challenges and build legacies for future generations. There has never been a better time to be at AECOM. With accelerating infr…",https://www.adzuna.in/land/ad/5309606414?se=suPT9Ixo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=1207B98F2AAF27BA6A22C915ACACD87011D1F637,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Day Pipe Spool Shop Piping Engineer,Bechtel Corporation,"Jamnagar, Gujarat",2025-07-16T10:40:13Z,Engineering Jobs,"Requisition ID: 285793 - Relocation Authorized: None - Telework Type: Full-Time Office/Project - Work Location: Jamnagar Extraordinary teams building inspiring projects: Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, cleaner place. Differentiated by …",https://www.adzuna.in/land/ad/5305892470?se=suPT9Ixo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=69F9A67257947E6AE4B9A1053086E5B93D799CD4,22.50935,70.11485,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Costing Head,Group Surya,India,2025-07-14T09:36:19Z,Engineering Jobs,"Job Title: Tender Estimation Engineer – Solar & BESS Projects Job Summary: We are seeking a skilled and detail-oriented Tender Estimation Engineer with expertise in both solar PV and battery energy storage systems (BESS). The ideal candidate will be responsible for preparing accurate, competitive, and technically compliant bids for EPC projects. This includes analyzing tender documents, estimating project costs, coordinating with cross-functional teams, and supporting the preparation of technic…",https://www.adzuna.in/details/5301592663?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Head of Operations – EPC Projects (Chemical/Pharma/Biotech),BioTalent Search®,"Pune, Maharashtra",2025-07-20T07:58:58Z,Engineering Jobs,"Job Title: Head of Operations – EPC Projects (Chemical/Pharma/Biotech) Location: Pune Job Description We are seeking the right candidate for our client in EPC (Engineering, Procurement, and Construction) projects. This is a strategic and execution-focused leadership role, responsible for optimizing and overseeing the complete EPC project lifecycle for clients in the Chemical, Pharmaceutical, and Biotech sectors. The selected individual will ensure project execution, operations planning, team ma…",https://www.adzuna.in/details/5313132585?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Supplier Quality Specialist - Electrical,Propel Industries Private Limited,"Coimbatore, Tamil Nadu",2025-07-14T09:36:15Z,Engineering Jobs,"Role Summary : We are looking for a Supplier Quality Engineer with a primary focus on electrical and electronics systems and basic mechanical components , to manage and improve the supplier quality landscape for our Electric Dumper Truck division. Key Responsibilities : Validate and monitor quality of EV-specific electrical components: Battery Packs (LFP/NMC), BMS , Motor & Motor Controllers (VCU, MCU, Inverters) , DC-DC converters, Wiring Harness, Charging Systems , Relays, Contactors, Sensors…",https://www.adzuna.in/details/5301592330?utm_medium=api&utm_source=c8890522,11.017171,77.100203,Procurement Specialist – EV Powertrain Components,Procurement Engineer
GET,capital engineerings,India,2025-07-12T00:59:28Z,Engineering Jobs,"BYD Electronics ﻿ Role & responsibilities 1. Procurement of Electrical & Engineering Commodities. 2. Inter Company spare material purchase order. 3. Negotiation with party and placement of purchase order. 4. Co-Ordinate with Accounts, Store, Production and Maintenance department. Preferred candidate profile 1.Excellent Communication Skills 2.Understanding basic principles about sourcing 3.Knowledge on MS- Excel & Presentations 4.knowledge in SAP will be added advantage Perks and benefits 1.Tran…",https://www.adzuna.in/details/5298039809?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Procurement Specialist – Communication Interfaces,Procurement Engineer
System Integrator - Turbine,GE Vernova,"Vadodara, Gujarat",2025-06-26T23:40:19Z,Engineering Jobs,"Job Description Summary About our business GE Vernova is a planned, purpose-built global energy company that includes Power, Wind, and Electrification segments and is supported by its accelerator businesses of Advanced Research, Consulting Services, and Financial Services. Building on over 130 years of experience tackling the world's challenges, GE Vernova is uniquely positioned to help lead the energy transition by continuing to electrify the world while simultaneously working to decarbonize i…",https://www.adzuna.in/land/ad/5269939798?se=suPT9Ixo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=6886D7423A802740D3C2344D514241969F905439,22.2891,73.1924,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Proposal Engineer Hydrocarbon,Emerson,"Pune, Maharashtra",2025-07-03T01:45:10Z,Engineering Jobs,"Job Summary: Engaging with the Emerson Sales team and creating professional proposals that address customer needs while highlighting the advantages of partnering with Emerson. In this Role, Your Responsibilities Will Be: - Engaging with Sales Team - Collaborate closely with the Sales team. Understand specific pursuit opportunity insights, engage into customer interactions. Ensure alignment with Emerson strategic objectives (e.g. execution strategy). - Proficient in interpreting customer specifi…",https://www.adzuna.in/land/ad/5280444203?se=suPT9Ixo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=520E9C7825A0307BCDEC4EE6A6DBEC261BB4CFBD,18.5062,73.84735,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Proposals Engineer PGL,Emerson,"Pune, Maharashtra",2025-07-03T01:45:10Z,Engineering Jobs,"Job Summary: Engaging with the Emerson Sales team and creating professional proposals that address customer needs while highlighting the advantages of partnering with Emerson. In this Role, Your Responsibilities Will Be: - Engaging with Sales Team - Collaborate closely with the Sales team. Understand specific pursuit opportunity insights, engage into customer interactions. Ensure alignment with Emerson strategic objectives (e.g. execution strategy). - Proficient in interpreting customer specifi…",https://www.adzuna.in/land/ad/5280444220?se=suPT9Ixo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=F49BEA2870BE03FEDDCFA834258E78794ED940F9,18.5062,73.84735,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Mech Design Engr II,Honeywell,"Bangalore, Karnataka",2025-07-17T10:37:58Z,Engineering Jobs,"The future is what you make it. ? ? When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers, and doers who make the things that make the future. That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars. Working at Honeywell isn't just about developing cool things. That's why our employees enjoy access to dynamic career opportunities across different fields an…",https://www.adzuna.in/land/ad/5307821811?se=suPT9Ixo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=F0C327D17B54AD8B1507659C4920CA83C6154E92,12.9881567,77.6226,Electronics Buyer – Smart Home Controllers,Procurement Engineer
Sourcing Specialist,Polaris Industries,"Coimbatore, Tamil Nadu",2025-07-10T04:15:23Z,Engineering Jobs,"At Polaris Inc., we have fun doing what we love by driving change and innovation. We empower employees to take on challenging assignments and roles with an elevated level of responsibility in our agile working environment. Our people make us who we are, and we create incredible products and experiences that empower us to THINK OUTSIDE. The Sourcing Specialist will be responsible for developing, driving, and maintaining the strategic sourcing of production components to support various Polaris m…",https://www.adzuna.in/land/ad/5294882385?se=ntWv_oxo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=F89E94DF4B6C7B67F56D0CD21C3153311142F95A,11.017171,77.100203,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Strategic Sourcing specialist,Ralliant,"Pune, Maharashtra",2025-07-03T01:48:07Z,Engineering Jobs,We are seeking a talented Strategic Sourcing Specialist to work in a fast-paced multi-site manufacturing environment. The ideal candidate will play a key role within the sourcing group in executing cost takeout projects within Operations and New Product Development. Further to this the position would be required to support the global procurement team in collecting material compliance reports from the current supplier base and support by feeding collected data to our centralized material complia…,https://www.adzuna.in/land/ad/5280448646?se=ntWv_oxo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=9615B81E16E2EFBB3AB5EF58A03A2D9F6FCF7797,18.5062,73.84735,Sourcing Engineer – IoT Product Components,Procurement Engineer
Sourcing Specialist,On2Cook India Pvt Ltd,"Ahmedabad, Gujarat",2025-07-14T06:40:56Z,Engineering Jobs,"Location: Ahmedabad Employment Type: Full-Time Experience: 2–5 years About the Role: We're seeking a versatile Sourcing Specialist to support InventIndia and On2Cook by procuring essential production materials—such as plastic, metal, electronic components, and other raw materials. You’ll be an integral part of the Purchase & Supply Chain team, working closely with cross-functional stakeholders (production, engineering, creative, supply chain) to ensure on‑time delivery, cost efficiency, and str…",https://www.adzuna.in/details/5301491098?utm_medium=api&utm_source=c8890522,23.042,72.59465,Electronics Buyer – Power Supply Modules,Procurement Engineer
Sourcing Specialist,14 Polaris India,"Coimbatore, Tamil Nadu",2025-07-13T02:25:00Z,Engineering Jobs,"At Polaris Inc., we have fun doing what we love by driving change and innovation. We empower employees to take on challenging assignments and roles with an elevated level of responsibility in our agile working environment. Our people make us who we are, and we create incredible products and experiences that empower us to THINK OUTSIDE. The Sourcing Specialist will be responsible for developing, driving, and maintaining the strategic sourcing of production components to support various Polaris m…",https://www.adzuna.in/details/5300183874?utm_medium=api&utm_source=c8890522,11.017171,77.100203,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Sourcing Specialist,FLSmidth,India,2025-07-22T02:42:11Z,Engineering Jobs,"Create a better future! Do you want to make a difference in the world and contribute to a sustainable future? We believe we can develop technology and gain the knowledge to make that difference. We have launched our ambition, Mission Zero – enabling our customers to move towards zero emissions in mining We need your leadership skills, curiosity, and drive for change to fulfil our goal. Together, we enable our customers to produce the materials needed for a better future. Your responsibilities R…",https://www.adzuna.in/details/5315552847?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Procurement Specialist – PCB Assembly Materials,Procurement Engineer
M53L0: Sourcing & Procurement Specialist-Senior,FedEx,India,2025-07-23T02:43:16Z,Engineering Jobs,"What can you expect as a FedEx team member? Career Mobility and Development : When you join FedEx, you’re joining a team with possibilities that literally span the world—from opportunities for advancement and location transfer, to training and leadership programs. Total Compensation and Benefits Package : We want to keep our employees for a long time, so we offer competitive benefits, opportunities for flexible work arrangements, and programs to support well-being. Equal Opportunities Our great…",https://www.adzuna.in/details/5317144842?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
M53L0: Sourcing & Procurement Specialist-Senior,FedEx,India,2025-07-23T02:42:09Z,Engineering Jobs,"What can you expect as a FedEx team member? Career Mobility and Development : When you join FedEx, you’re joining a team with possibilities that literally span the world—from opportunities for advancement and location transfer, to training and leadership programs. Total Compensation and Benefits Package : We want to keep our employees for a long time, so we offer competitive benefits, opportunities for flexible work arrangements, and programs to support well-being. Equal Opportunities Our great…",https://www.adzuna.in/details/5317143250?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
"Sr Buyer , Procurement & Analytics",Enphase Energy,"Bangalore, Karnataka",2025-07-15T02:27:47Z,Engineering Jobs,"Description Enphase Energy is a global energy technology company and a leading provider of solar, battery, and electric vehicle charging products. Founded in 2006, our innovative microinverter technology revolutionized solar power, making it a safer, more reliable, and scalable energy source. Today, the Enphase Energy System enables users to make, use, save, and sell their own power. Enphase is also one of the most successful and innovative clean energy companies in the world, with more than 80…",https://www.adzuna.in/details/5302562888?utm_medium=api&utm_source=c8890522,12.95703,77.59837,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Senior Source Inspection Spec,Lutech Resources,"Gurgaon, Haryana",2025-07-21T02:40:57Z,Engineering Jobs,Description Job Overview: The Senior Source Inspection Specialist uses best practices and knowledge of internal or external issues to improve the Source Inspection discipline within McDermott. They will act as a resource for colleagues with less experience and share their conceptual and practical expertise related to the Source Inspection discipline. They solve complex problems and use their discipline-specific knowledge to improve their products or services. The Senior Source Inspection Spec i…,https://www.adzuna.in/details/5313937240?utm_medium=api&utm_source=c8890522,28.323996,76.983738,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
PROCUREMENT SPECIALIST,Weatherford,"Vadodara, Gujarat",2025-07-11T04:07:30Z,Engineering Jobs,"As a Procurement Specialist, you will play a critical role in ensuring the timely and cost-effective acquisition of materials, components, and services to support operational and production needs. You'll collaborate closely with cross-functional teams, particularly engineering, sourcing, and operations, to interpret technical requirements, source qualified suppliers, and manage supplier performance. - Develop and maintain a thorough understanding of technical product and service specifications;…",https://www.adzuna.in/land/ad/5296923624?se=MAqPCI1o8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=303345AD0E8C717A66E2EA808A0BFD3B201C780D,22.2891,73.1924,Sourcing Engineer – IoT Product Components,Procurement Engineer
Procurement Specialist,SINCLUS,"Golaghat, Assam",2025-07-20T07:59:18Z,Engineering Jobs,"Sinclus Engineering & Consulting Pvt Ltd are Mumbai based Staffing Services Provider to its domestic Clients since 2004. One of our clients at Numaligarh, Golaghat Assam requires following Position for their Projects. Position: Procurement Specialist . Location: Numaligarh, Golaghat Assam. Qualifications Required: Applicant should be First Class M. Com / MBA (Supply Chain Management) / B.E or B. Tech in any Engineering stream. Experience Required: Minimum 03 years of experience in public procur…",https://www.adzuna.in/details/5313133090?utm_medium=api&utm_source=c8890522,26.01991,93.90956,Electronics Buyer – Power Supply Modules,Procurement Engineer
Procurement Specialist,Weatherford,"Vadodara, Gujarat",2025-07-14T02:34:24Z,Engineering Jobs,"Description As a Procurement Specialist, you will play a critical role in ensuring the timely and cost-effective acquisition of materials, components, and services to support operational and production needs. You’ll collaborate closely with cross-functional teams, particularly engineering, sourcing, and operations, to interpret technical requirements, source qualified suppliers, and manage supplier performance. Responsibilities Develop and maintain a thorough understanding of technical product …",https://www.adzuna.in/details/5301290768?utm_medium=api&utm_source=c8890522,22.2891,73.1924,Sourcing Engineer – IoT Product Components,Procurement Engineer
Procurement specialist,Schneider Electric,India,2025-07-10T02:41:20Z,Engineering Jobs,"Schneider Electric aspires to be the most inclusive and caring company in the world, by providing equitable opportunities to everyone, everywhere, and ensuring all employees feel uniquely valued and safe to contribute their best. We mirror the diversity of the communities in which we operate and we ‘embrace different’ as one of our core values. We believe our differences make us stronger as a company and as individuals and we are committed to championing inclusivity in everything we do. This ex…",https://www.adzuna.in/details/5294736087?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Sourcing Engineer – Renewable Energy Electronics,Procurement Engineer
Procurement specialist,Schneider Electric,India,2025-07-10T02:40:36Z,Engineering Jobs,"3 years of experience in procurement or supply chain roles, preferably in manufacturing or modular construction. Schneider Electric aspires to be the most inclusive and caring company in the world, by providing equitable opportunities to everyone, everywhere, and ensuring all employees feel uniquely valued and safe to contribute their best. We mirror the diversity of the communities in which we operate and we ‘embrace different’ as one of our core values. We believe our differences make us stro…",https://www.adzuna.in/details/5294735030?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Electronics Buyer – Power Supply Modules,Procurement Engineer
